Unnamed: 0,DR Number,Date Reported,Date Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Weapon Used Code,Weapon Description,Status Code,Status Description,Crime Code 1,Crime Code 2,Crime Code 3,Crime Code 4,Address,Cross Street,Location 
153506,101706554,2010-02-15,2010-02-13,1425,17,Devonshire,1749,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1309,54.0,M,W,101.0,STREET,307.0,VEHICLE,IC,Invest Cont,230.0,,,,DENSMORE                     AV,DEVONSHIRE                   ST,"(34.2574, -118.4783)"
1143385,151520914,2015-11-01,2015-10-30,900,15,N Hollywood,1549,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0321 0344,30.0,F,W,108.0,PARKING LOT,,,IC,Invest Cont,420.0,,,,5400    FAIR                         AV,,"(34.1685, -118.3743)"
777296,131924231,2013-12-08,2013-12-06,1900,19,Mission,1952,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,12.0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,10000    SEPULVEDA                    BL,,"(34.2519, -118.4674)"
624893,121225090,2012-11-02,2012-11-02,900,12,77th Street,1252,310,BURGLARY,0352 0321 0358 1607 0344,29.0,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,7000    4TH                          AV,,"(33.9764, -118.3216)"
818055,140315875,2014-07-17,2013-12-30,1,3,Southwest,362,354,THEFT OF IDENTITY,0377 1817,26.0,F,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,3800    COCO                         AV,,"(34.0168, -118.3491)"
1056926,150709324,2015-05-04,2015-05-03,2350,7,Wilshire,701,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 0400 1414,27.0,M,W,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,745.0,,,,800 N  LA JOLLA                     AV,,"(34.0855, -118.368)"
1324575,161218606,2016-07-13,2016-07-12,600,12,77th Street,1249,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0361,34.0,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440.0,,,,700 W  69TH                         ST,,"(33.9774, -118.286)"
394173,110914215,2011-07-06,2011-07-06,2100,9,Van Nuys,933,626,INTIMATE PARTNER - SIMPLE ASSAULT,0429 0448 2000,50.0,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,14600    SYLVAN                       ST,,"(34.1847, -118.4509)"
367677,110613214,2011-05-11,2011-05-10,1700,6,Hollywood,665,510,VEHICLE - STOLEN,,10.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,CITRUS,FOUNTAIN,"(34.0944, -118.3395)"
692607,121920008,2012-09-27,2012-09-02,2000,19,Mission,1984,626,INTIMATE PARTNER - SIMPLE ASSAULT,0444 2000,37.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,8800    WILLIS                       AV,,"(34.23, -118.4553)"
1572299,170123331,2017-08-28,2017-08-25,30,1,Central,157,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",1218 0913 1309 1317,52.0,F,W,101.0,STREET,,,IC,Invest Cont,341.0,,,,6TH,CROCKER,"(34.0417, -118.2443)"
759365,131804988,2013-01-22,2013-01-21,1330,18,Southeast,1823,510,VEHICLE - STOLEN,,12.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,400 E  95TH                         ST,,"(33.9502, -118.2673)"
1416715,162108414,2016-04-07,2016-04-04,1800,21,Topanga,2157,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329,39.0,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,20700    VANOWEN                      ST,,"(34.1938, -118.5839)"
1215113,160122302,2016-08-29,2016-08-29,850,1,Central,119,440,THEFT PLAIN - PETTY ($950 & UNDER),1251 0344,19.0,F,A,102.0,SIDEWALK,,,IC,Invest Cont,440.0,,,,CESAR E CHAVEZ,VIGNES,"(34.0566, -118.2319)"
126309,101414057,2010-06-05,2010-06-04,1600,14,Pacific,1446,510,VEHICLE - STOLEN,,,,,101.0,STREET,,,AA,Adult Arrest,510.0,,,,12300    PACIFIC                      AV,,"(34.0033, -118.4317)"
1193165,152104777,2015-01-18,2015-01-18,145,21,Topanga,2149,220,ATTEMPTED ROBBERY,0416 0429 1223 0355 1300 0906,31.0,M,H,104.0,DRIVEWAY,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,220.0,,,,7000    PENFIELD                     AV,,"(34.1975, -118.5688)"
695456,122004532,2012-01-10,2012-01-10,1700,20,Olympic,2029,624,BATTERY - SIMPLE ASSAULT,0305 0432 0416 1251 0202 0340,19.0,F,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,3RD,VERMONT,"(34.0691, -118.2917)"
1093288,151110986,2015-05-21,2015-05-20,1030,11,Northeast,1181,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0444 1241,38.0,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,BENTON                       WY,SUNSET,"(34.0805, -118.2704)"
285256,100921905,2010-11-19,2010-11-19,30,9,Van Nuys,946,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329 1307,,M,W,101.0,STREET,,,IC,Invest Cont,740.0,,,,13700    BURBANK                      BL,,"(34.1722, -118.4312)"
723807,131406363,2013-02-03,2013-02-03,2015,14,Pacific,1489,888,TRESPASSING,1501,,M,W,101.0,STREET,,,IC,Invest Cont,888.0,,,,9600    ISIS                         AV,,"(33.9495, -118.3766)"
703657,122100695,2012-07-17,2012-07-17,2315,21,Topanga,2118,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 0400,19.0,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,230.0,,,,7900    LIMERICK                     AV,,"(34.2136, -118.5828)"
1554911,170413491,2017-08-03,2017-08-02,1700,4,Hollenbeck,427,510,VEHICLE - STOLEN,,16.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,4700    GAMBIER                      ST,,"(34.081, -118.182)"
631075,121313616,2012-06-11,2012-06-11,100,13,Newton,1342,330,BURGLARY FROM VEHICLE,0329 0344,51.0,M,B,101.0,STREET,,,IC,Invest Cont,330.0,,,,300 E  JEFFERSON                    BL,,"(34.0172, -118.2694)"
309803,101824950,2010-12-25,2010-12-25,245,18,Southeast,1801,330,BURGLARY FROM VEHICLE,0344 1251 1300 1609,20.0,F,B,101.0,STREET,,,IC,Invest Cont,330.0,,,,VERMONT                      AV,89TH                         ST,"(33.9569, -118.2919)"
533300,120310007,2012-04-06,2012-04-06,15,3,Southwest,377,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 2000 1202,63.0,F,B,501.0,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,AO,Adult Other,930.0,,,,1100    BROWNING                     BL,,"(34.0121, -118.2981)"
328971,110205609,2011-02-01,2011-02-01,1130,2,Rampart,247,624,BATTERY - SIMPLE ASSAULT,0416,27.0,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,6TH                          ST,UNION                        AV,"(34.0579, -118.2711)"
250741,100519024,2010-10-22,2010-10-22,400,5,Harbor,558,320,"BURGLARY, ATTEMPTED",0358 1607,22.0,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,320.0,,,,400 W  SANTA CRUZ                   ST,,"(33.7442, -118.2857)"
890736,141205009,2014-01-18,2014-01-17,1930,12,77th Street,1235,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1309 0342 1822 1315 1313 0416 0429 0326,49.0,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230.0,,,,1300 W  60TH                         ST,,"(33.9859, -118.298)"
303598,101612065,2010-06-11,2010-06-10,40,16,Foothill,1684,330,BURGLARY FROM VEHICLE,0344 0358 1307 1300 1609,21.0,M,H,101.0,STREET,,,IC,Invest Cont,330.0,,,,KESWICK                      ST,AGNES                        AV,"(34.2103, -118.3954)"
515217,120108359,2012-03-19,2011-10-14,1000,1,Central,127,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",9999,10.0,M,H,725.0,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",,,IC,Invest Cont,341.0,,,,100 N  LOS ANGELES                  ST,,"(34.0515, -118.2424)"
1363589,161521851,2016-11-20,2016-11-19,2345,15,N Hollywood,1525,624,BATTERY - SIMPLE ASSAULT,0416 0417,42.0,M,H,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,LANKERSHIM,VICTORY,"(34.1867, -118.3878)"
63580,130811780,2013-07-18,2013-06-18,1500,8,West LA,826,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0344,43.0,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341.0,,,,12000    COYNE                        ST,,"(34.0581, -118.474)"
1139913,151514982,2015-07-16,2015-07-11,900,15,N Hollywood,1543,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,14.0,,,104.0,DRIVEWAY,,,IC,Invest Cont,420.0,,,,5200    CORTEEN                      PL,,"(34.1649, -118.4019)"
1093035,151110506,2015-05-12,2015-05-11,2100,11,Northeast,1144,662,"BUNCO, GRAND THEFT",0701,21.0,M,H,108.0,PARKING LOT,,,IC,Invest Cont,662.0,,,,2900    ROWENA                       AV,,"(34.1083, -118.268)"
1164325,151806956,2015-03-04,2015-03-04,2005,18,Southeast,1841,210,ROBBERY,0916 0302 0355 0330 0344,58.0,M,H,710.0,OTHER PREMISE,102.0,HAND GUN,JA,Juv Arrest,210.0,,,,500 W  112TH                        ST,,"(33.9329, -118.2826)"
1028632,150405208,2015-01-27,2015-01-25,1,4,Hollenbeck,443,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER)0060,1258 1206 1822 0551,13.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812.0,860.0,,,2000    ZONAL                        AV,,"(34.0597, -118.2054)"
728297,131419970,2013-08-07,2013-08-06,1700,14,Pacific,1466,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329,65.0,M,W,108.0,PARKING LOT,,,IC,Invest Cont,740.0,,,,6500 S  SEPULVEDA                    BL,,"(33.9794, -118.3944)"
851436,140711136,2014-07-07,2014-07-07,45,7,Wilshire,717,763,STALKING,2000 1501,24.0,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511.0,VERBAL THREAT,AA,Adult Arrest,763.0,,,,400 N  ORANGE                       DR,,"(34.0783, -118.3419)"
1289907,160907969,2016-03-20,2016-03-20,1609,9,Van Nuys,933,624,BATTERY - SIMPLE ASSAULT,0416,36.0,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,VESPER,DELANO,"(34.1827, -118.4509)"
428401,111226851,2011-11-17,2011-11-16,1910,12,77th Street,1233,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0432 0443 1822,34.0,F,B,154.0,TRAIN TRACKS,511.0,VERBAL THREAT,IC,Invest Cont,930.0,,,,5900 S  SAINT ANDREWS                PL,,"(33.9867, -118.3115)"
757470,131719238,2013-11-26,2013-11-05,900,17,Devonshire,1781,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",1501 1803,66.0,M,O,203.0,OTHER BUSINESS,,,AO,Adult Other,668.0,,,,20700    NORDHOFF                     ST,,"(34.2355, -118.5842)"
692929,121920708,2012-10-09,2012-10-08,1830,19,Mission,1975,624,BATTERY - SIMPLE ASSAULT,0416,44.0,F,H,203.0,OTHER BUSINESS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,9000    WOODMAN                      AV,,"(34.233, -118.4386)"
796437,140109065,2014-03-18,2014-03-18,1700,1,Central,176,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0432 1223,39.0,M,W,101.0,STREET,511.0,VERBAL THREAT,AO,Adult Other,930.0,,,,8TH,LOS ANGELES                  ST,"(34.0413, -118.2517)"
945744,141713125,2014-07-30,2014-07-30,1300,17,Devonshire,1771,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0448,21.0,F,H,210.0,RESTAURANT/FAST FOOD,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,9300    DE SOTO                      AV,,"(34.2392, -118.5885)"
27279,130324159,2013-11-12,2013-11-11,1800,3,Southwest,395,624,BATTERY - SIMPLE ASSAULT,0356 0444 0400,37.0,F,B,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,4000    LA SALLE                     AV,,"(34.0109, -118.3057)"
995437,150100831,2015-04-10,2015-04-10,2100,1,Central,166,624,BATTERY - SIMPLE ASSAULT,1218 1206 0416,23.0,M,B,102.0,SIDEWALK,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624.0,,,,600 S  SAN PEDRO                    ST,,"(34.0421, -118.2469)"
515624,120109597,2012-04-07,2012-04-07,955,1,Central,152,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,25.0,M,B,203.0,OTHER BUSINESS,,,IC,Invest Cont,745.0,,,,600 W  6TH                          ST,,"(34.0488, -118.2553)"
258233,100621604,2010-08-30,2010-08-28,2330,6,Hollywood,665,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0344,19.0,F,O,102.0,SIDEWALK,,,IC,Invest Cont,341.0,,,,HOLLYWOOD                    BL,LAS PALMAS,"(34.1016, -118.3361)"
521061,120125234,2012-12-14,2012-12-13,2230,1,Central,144,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0913 1810,28.0,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440.0,,,,400 S  MAIN                         ST,,"(34.0482, -118.2472)"
991879,151704179,2015-01-06,2014-12-05,1200,17,Devonshire,1781,649,DOCUMENT FORGERY / STOLEN FELONY,1803 0924,,M,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,649.0,,,,20400    NORDHOFF                     ST,,"(34.2319, -118.5776)"
1226914,160220552,2016-11-17,2016-11-17,1400,2,Rampart,249,210,ROBBERY,0344 0305 0346,39.0,F,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,,,,1300 W  5TH                          ST,,"(34.0549, -118.2614)"
1507772,171607180,2017-03-19,2017-03-19,415,16,Foothill,1663,510,VEHICLE - STOLEN,,16.0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,8900    LAUREL CANYON                BL,,"(34.2379, -118.41)"
735559,131509817,2013-04-22,2013-04-22,1800,15,N Hollywood,1525,901,VIOLATION OF RESTRAINING ORDER,0913,63.0,F,W,102.0,SIDEWALK,,,AO,Adult Other,901.0,,,,6500    GENTRY                       AV,,"(34.1885, -118.3932)"
97767,101123803,2010-12-03,2010-12-03,1915,11,Northeast,1101,330,BURGLARY FROM VEHICLE,0344 1609,28.0,M,H,109.0,PARK/PLAYGROUND,,,IC,Invest Cont,330.0,,,,5100    ZOO                          DR,,"(34.1552, -118.2985)"
952969,141810497,2014-05-11,2014-05-10,1800,18,Southeast,1836,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1307 0329,80.0,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745.0,,,,1300 E  110TH                        ST,,"(33.9358, -118.252)"
1044238,150519558,2015-12-16,2015-12-16,1000,5,Harbor,551,763,STALKING,0913 0432,42.0,F,W,501.0,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,763.0,,,,1100 W  SANTA CRUZ                   ST,,"(33.7447, -118.2999)"
1262476,160610146,2016-04-05,2016-04-05,2200,6,Hollywood,643,624,BATTERY - SIMPLE ASSAULT,0522 0400 2002,19.0,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,1600 N  POINSETTIA                   PL,,"(34.0998, -118.3479)"
495707,111922835,2011-11-10,2011-11-09,815,19,Mission,1902,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,45.0,F,H,720.0,JUNIOR HIGH SCHOOL,,,IC,Invest Cont,440.0,,,,14600    TYLER                        ST,,"(34.3123, -118.4509)"
749136,131616508,2013-11-09,2013-02-01,1200,16,Foothill,1668,664,"BUNCO, PETTY THEFT",0344 0701 1900,18.0,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,664.0,,,,9400    TREBERT                      PL,,"(34.2389, -118.2727)"
962288,141909391,2014-04-04,2013-10-10,700,19,Mission,1936,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0344,12.0,M,O,238.0,TELECOMMUNICATION FACILITY/LOCATION,,,IC,Invest Cont,341.0,,,,11500    LAUREL CANYON                BL,,"(34.2787, -118.4534)"
485600,111821223,2011-11-07,2011-11-07,1030,18,Southeast,1841,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1304 1309 1310 1813 2000,48.0,F,B,122.0,"VEHICLE, PASSENGER/TRUCK",307.0,VEHICLE,AO,Adult Other,230.0,,,,107TH                        ST,HOOVER                       ST,"(33.9391, -118.2869)"
484450,111819031,2011-09-25,2011-09-19,1315,18,Southeast,1846,624,BATTERY - SIMPLE ASSAULT,0416 0429 1261 1258,10.0,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,113TH                        ST,HOOPER                       ST,"(33.9323, -118.2502)"
961074,141906571,2014-02-17,2014-02-13,2130,19,Mission,1981,626,INTIMATE PARTNER - SIMPLE ASSAULT,1813 2000 0408 0443,26.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511.0,VERBAL THREAT,AO,Adult Other,626.0,,,,8400    ORION                        AV,,"(34.2231, -118.4721)"
35195,130500557,2013-01-19,2013-01-19,2140,5,Harbor,567,251,SHOTS FIRED AT INHABITED DWELLING,0913 1402 1100 0430 1407,59.0,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102.0,HAND GUN,AA,Adult Arrest,251.0,998.0,,,2000 S  PACIFIC                      AV,,"(33.7261, -118.288)"
189016,102023598,2010-11-10,2010-11-10,1330,20,Olympic,2027,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),0344 1606,23.0,M,H,108.0,PARKING LOT,,,IC,Invest Cont,331.0,,,,WILSHIRE,CATALINA,"(34.0618, -118.2954)"
951384,141807328,2014-03-10,2014-03-10,1330,18,Southeast,1837,900,VIOLATION OF COURT ORDER,2000,36.0,F,B,501.0,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,900.0,,,,1700 E  109TH                        ST,,"(33.9371, -118.2421)"
141874,101522738,2010-11-12,2010-11-12,1500,15,N Hollywood,1515,210,ROBBERY,0202 0336 0344 0352 0400,21.0,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,,,,HART                         ST,SIMPSON                      AV,"(34.1976, -118.3889)"
192410,102108555,2010-03-25,2010-03-25,1405,21,Topanga,2142,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 1309,22.0,M,W,108.0,PARKING LOT,511.0,VERBAL THREAT,AO,Adult Other,930.0,,,,6500    PLATT                        AV,,"(34.1882, -118.6427)"
1087695,151015877,2015-10-07,2015-10-07,1530,10,West Valley,1006,624,BATTERY - SIMPLE ASSAULT,0416 0429 0444 1822,33.0,M,W,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,8200    WHITE OAK                    AV,,"(34.2193, -118.5186)"
603149,121020678,2012-12-27,2012-12-25,1500,10,West Valley,1088,951,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $400 & UNDER",0344,,M,W,203.0,OTHER BUSINESS,,,AO,Adult Other,951.0,,,,16200    VENTURA                      BL,,"(34.1567, -118.4858)"
1416582,162108197,2016-04-02,2016-04-02,1530,21,Topanga,2156,310,BURGLARY,1607,31.0,M,H,727.0,SHOPPING MALL (COMMON AREA),,,IC,Invest Cont,310.0,,,,6600    TOPANGA CANYON               BL,,"(34.1905, -118.6059)"
95984,101119919,2010-09-21,2010-09-21,1420,11,Northeast,1162,624,BATTERY - SIMPLE ASSAULT,0416 1202 1206,67.0,M,A,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,SANTA MONICA,VERMONT,"(34.0909, -118.2917)"
1282861,160812248,2016-06-27,2016-06-27,715,8,West LA,889,210,ROBBERY,1218 0344 0431 0378 0334,27.0,M,H,252.0,"COFFEE SHOP (STARBUCKS, COFFEE BEAN, PEET'S, ETC.)",512.0,MACE/PEPPER SPRAY,IC,Invest Cont,210.0,,,,1800 S  LA CIENEGA                   BL,,"(34.0425, -118.3818)"
1542291,170513478,2017-07-25,2017-07-24,2000,5,Harbor,587,510,VEHICLE - STOLEN,,16.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,700    HAMILTON                     PL,,"(33.7211, -118.2916)"
1414083,162100810,2016-04-28,2016-04-28,710,21,Topanga,2175,910,KIDNAPPING,0330 0913 0344 1912 0418,20.0,F,O,101.0,STREET,511.0,VERBAL THREAT,AA,Adult Arrest,910.0,,,,GLADE,ERWIN,"(34.1732, -118.6152)"
155946,101711721,2010-05-20,2010-05-19,1245,17,Devonshire,1743,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0344,42.0,M,W,203.0,OTHER BUSINESS,,,IC,Invest Cont,341.0,,,,18600    DEVONSHIRE                   ST,,"(34.2573, -118.5383)"
157349,101714656,2010-07-15,2010-07-14,1030,17,Devonshire,1764,888,TRESPASSING,1501,,F,W,727.0,SHOPPING MALL (COMMON AREA),,,IC,Invest Cont,888.0,,,,9300    TAMPA                        AV,,"(34.2564, -118.5536)"
1112850,151227670,2015-12-13,2015-12-13,2330,12,77th Street,1239,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416 0444 1814,40.0,F,B,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,500 W  59TH                         PL,,"(33.986, -118.2827)"
566610,120625195,2012-10-13,2012-10-13,1530,6,Hollywood,643,330,BURGLARY FROM VEHICLE,1300 1307 1609 0344 0377 0352,33.0,F,W,101.0,STREET,,,IC,Invest Cont,330.0,,,,1500 N  DETROIT                      ST,,"(34.098, -118.3456)"
1401852,161920056,2016-10-14,2016-10-13,2115,19,Mission,1964,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),0344,32.0,F,H,707.0,GARAGE/CARPORT,,,IC,Invest Cont,331.0,,,,14600    VINCENNES                    ST,,"(34.2402, -118.4502)"
878706,141015835,2014-10-06,2014-10-05,2045,10,West Valley,1025,320,"BURGLARY, ATTEMPTED",1607 1420,,M,W,203.0,OTHER BUSINESS,,,AA,Adult Arrest,320.0,,,,6800    RESEDA                       BL,,"(34.1939, -118.536)"
1339377,161320276,2016-09-29,2016-09-29,1645,13,Newton,1385,624,BATTERY - SIMPLE ASSAULT,0444 0416 0319,42.0,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,61ST                         ST,AVALON,"(33.9845, -118.2652)"
847178,140624499,2014-12-21,2014-12-21,1905,6,Hollywood,636,624,BATTERY - SIMPLE ASSAULT,0401 0416,27.0,M,B,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,1800    WHITLEY                      AV,,"(34.1034, -118.3333)"
961698,141908020,2014-03-12,2014-03-07,2355,19,Mission,1921,510,VEHICLE - STOLEN,,13.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,12800    SAN FERNANDO                 RD,,"(34.2997, -118.4598)"
985911,142118627,2014-11-20,2014-11-16,1600,21,Topanga,2137,510,VEHICLE - STOLEN,,13.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,7200    LOMA VERDE                   AV,,"(34.2011, -118.5896)"
679664,121813423,2012-06-29,2012-06-28,2300,18,Southeast,1849,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",1100 0329 1300,55.0,M,H,101.0,STREET,,,IC,Invest Cont,740.0,,,,110TH                        ST,HICKORY,"(33.9351, -118.2359)"
912882,141400600,2014-03-20,2014-03-20,1230,14,Pacific,1494,354,THEFT OF IDENTITY,1402,,X,X,212.0,TRANSPORTATION FACILITY (AIRPORT),,,AA,Adult Arrest,354.0,998.0,,,500    WORLD                        WY,,"(33.9427, -118.4053)"
550003,120500927,2012-05-18,2012-05-18,430,5,Harbor,529,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 1309,23.0,F,W,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,230.0,,,,2500 E  ANAHEIM                      ST,,"(33.7819, -118.2314)"
1436643,170207510,2017-03-12,2017-03-11,2300,2,Rampart,245,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329,36.0,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,PARK VIEW,7TH                          ST,"(34.0582, -118.2805)"
57788,130716447,2013-10-16,2013-10-16,1200,7,Wilshire,747,310,BURGLARY,0344 1414 1609,67.0,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,800    KENISTON                     AV,,"(34.0609, -118.3352)"
1240994,160327080,2016-12-12,2016-12-11,640,3,Southwest,375,956,"LETTERS, LEWD",0603 0361 0443,29.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511.0,VERBAL THREAT,AA,Adult Arrest,956.0,,,,1700 W  38TH                         ST,,"(34.0174, -118.311)"
